schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,baplusavgall,unempavgall,snapavgall,locale,frpl,inc50avgall
Gateways High School,4.11167E+11,4111670,Springfield SD 19,High,22536.57846,86.82274186,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.8,44011
Guy Lee Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,16761.44256,427.5380117,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.948881813,44011
Hamlin Middle School,4.11167E+11,4111670,Springfield SD 19,Middle,14958.23428,671.2010668,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.946357304,44011
Maple Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,17497.33872,342.5178687,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.977853485,44011
Mt Vernon Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,14352.56908,511.9181287,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.66,44011
Ridgeview Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,14150.42072,437.9494304,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.52,44011
Riverbend Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,15289.73574,513.699081,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.969516635,44011
Springfield High School,4.11167E+11,4111670,Springfield SD 19,High,15214.81545,1303.310974,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.66,44011
Thurston Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,14970.79309,463.0994152,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.42,44011
Thurston High School,4.11167E+11,4111670,Springfield SD 19,High,15666.69016,1238.622008,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.42,44011
Thurston Middle School,4.11167E+11,4111670,Springfield SD 19,Middle,13910.14205,559.2192982,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.42,44011
Two Rivers Dos Rios Elementary,4.11167E+11,4111670,Springfield SD 19,Elementary,15474.37943,469.3859649,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.971156665,44011
Walterville Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,15687.62364,169.3968588,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.42,44011
Willamette Leadership Academy,4.11167E+11,4111670,Springfield SD 19,High,6074.926143,291.8988313,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.7,44011
Yolanda Elementary School,4.11167E+11,4111670,Springfield SD 19,Elementary,14529.26922,396.9005848,-0.55815351,0.18423645,0.085328862,0.22523385,Suburb,0.5,44011
Columbia City School,4.11172E+11,4111720,St Helens SD 502,Elementary,3461.389497,239.8065171,-0.031556472,0.16341373,0.084689766,0.16782194,Town,0.53,58598
Lewis & Clark Elementary School,4.11172E+11,4111720,St Helens SD 502,Elementary,12986.25772,473.1162569,-0.031556472,0.16341373,0.084689766,0.16782194,Town,0.57,58598
McBride Elementary School,4.11172E+11,4111720,St Helens SD 502,Elementary,12783.50946,543.9086118,-0.031556472,0.16341373,0.084689766,0.16782194,Town,0.39,58598
Plymouth High School,4.11172E+11,4111720,St Helens SD 502,High,12643.31147,70.95522506,-0.031556472,0.16341373,0.084689766,0.16782194,Town,0.004058534,58598
St Helens Arthur Academy,4.11172E+11,4111720,St Helens SD 502,Elementary,3461.389497,188.0363286,-0.031556472,0.16341373,0.084689766,0.16782194,Town,0.26,58598
St Helens High School,4.11172E+11,4111720,St Helens SD 502,High,14209.97735,825.325647,-0.031556472,0.16341373,0.084689766,0.16782194,Town,0.33,58598
St Helens Middle School,4.11172E+11,4111720,St Helens SD 502,Middle,13335.22495,427.970793,-0.031556472,0.16341373,0.084689766,0.16782194,Town,0.45,58598
St Paul Elementary School,4.11176E+11,4111760,St Paul SD 45,Elementary,18421.8298,106.0008317,1.3184373,0.2644428,0.050526287,0.018458093,Rural,0.52,76023
St Paul High School,4.11176E+11,4111760,St Paul SD 45,High,16506.18082,125.8725009,1.3184373,0.2644428,0.050526287,0.018458093,Rural,0.34,76023
Stanfield Elementary School,4.11179E+11,4111790,Stanfield SD 61,Elementary,13148.01326,215.0958904,-0.39835453,0.110742,0.081310362,0.17104638,Town,0.72,50165
Stanfield Secondary School,4.11179E+11,4111790,Stanfield SD 61,High,13099.57946,264.2493549,-0.39835453,0.110742,0.081310362,0.17104638,Town,0.61,50165
East Sutherlin Primary School,4.11194E+11,4111940,Sutherlin SD 130,Elementary,10929.54178,421.0872492,-0.29384586,0.14160027,0.06727393,0.17857598,Town,0.63,42602
Sutherlin High School,4.11194E+11,4111940,Sutherlin SD 130,High,14602.80469,362.2419269,-0.29384586,0.14160027,0.06727393,0.17857598,Town,0.48,42602
Sutherlin Middle School,4.11194E+11,4111940,Sutherlin SD 130,Middle,12750.38528,197.6442287,-0.29384586,0.14160027,0.06727393,0.17857598,Town,0.63,42602
Sutherlin Valley Online Academy,4.11194E+11,4111940,Sutherlin SD 130,High,8691.758706,42.75010544,-0.29384586,0.14160027,0.06727393,0.17857598,Town,0.73,42602
West Sutherlin Intermediate,4.11194E+11,4111940,Sutherlin SD 130,Elementary,10196.23328,323.397495,-0.29384586,0.14160027,0.06727393,0.17857598,Town,0.63,42602
Foster Elementary School,4.11197E+11,4111970,Sweet Home SD 55,Elementary,11712.57072,334.5873171,-0.7021839,0.10032065,0.10187436,0.21689133,Town,0.962593781,44717
Hawthorne Elementary School,4.11197E+11,4111970,Sweet Home SD 55,Elementary,15415.58555,347.4297203,-0.7021839,0.10032065,0.10187436,0.21689133,Town,0.97089099,44717
Holley Elementary School,4.11197E+11,4111970,Sweet Home SD 55,Elementary,13648.81755,142.58172,-0.7021839,0.10032065,0.10187436,0.21689133,Town,0.949786811,44717
Oak Heights Elementary School,4.11197E+11,4111970,Sweet Home SD 55,Elementary,11344.50851,286.311675,-0.7021839,0.10032065,0.10187436,0.21689133,Town,0.971469718,44717
Sweet Home Charter School,4.11197E+11,4111970,Sweet Home SD 55,Elementary,4357.834737,137.4402516,-0.7021839,0.10032065,0.10187436,0.21689133,Town,0.969065295,44717
Sweet Home High School,4.11197E+11,4111970,Sweet Home SD 55,High,13930.23477,676.7555729,-0.7021839,0.10032065,0.10187436,0.21689133,Town,0.49,44717
Sweet Home Junior High School,4.11197E+11,4111970,Sweet Home SD 55,Middle,13862.03641,352.9515434,-0.7021839,0.10032065,0.10187436,0.21689133,Town,0.59,44717
Applegate Elementary School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Middle,16006.71163,100.7470588,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.3,40440
Evergreen Elementary School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Elementary,14013.2252,387.948396,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.957773831,40440
Fleming Middle School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Middle,12325.18297,409.3693599,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.16,40440
Fruitdale Elementary School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Elementary,12626.86747,380.5257143,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.960393371,40440
Ft Vannoy Elementary School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Elementary,14322.59013,239.5382353,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.996309828,40440
Hidden Valley High School,4.1069E+11,4106900,Three Rivers/Josephine County SD,High,13808.1558,569.9757505,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.2,40440
Illinois Valley High School,4.1069E+11,4106900,Three Rivers/Josephine County SD,High,16372.43264,307.7032985,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.976755474,40440
Lincoln Savage Middle School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Middle,12710.00231,397.9576471,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.95678179,40440
Lorna Byrne Middle School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Middle,13938.14068,319.0541316,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.996340166,40440
Madrona Elementary School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Elementary,14372.29265,339.7781203,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.968150763,40440
Manzanita Elementary School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Elementary,13949.60743,380.7435554,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.965628292,40440
North Valley High School,4.1069E+11,4106900,Three Rivers/Josephine County SD,High,15682.47631,449.0816255,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.18,40440
Sunny Wolf Charter School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Elementary,5285.707739,105.3783884,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.957549042,40440
Williams Elementary School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Elementary,14209.49082,74.41520304,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.991187462,40440
Woodland Charter School,4.1069E+11,4106900,Three Rivers/Josephine County SD,Middle,5285.707739,176.3343671,-0.46987423,0.17164388,0.10033979,0.17336364,Suburb,0.19,40440
Alberta Rider Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,12392.45548,549.6990712,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.2,65764
Bridgeport Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,13008.18431,546.9340893,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.46,65764
Charles F Tigard Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,13498.23829,473.4473301,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.39,65764
Creekside Community High School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,High,24624.49226,150.4690036,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.0031084,65764
Deer Creek Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,12022.32248,600.8682362,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.36,65764
Durham Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,12553.58639,564.4588894,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.37,65764
Edward Byrom Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,12082.2526,555.5576892,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.2,65764
Hazelbrook Middle School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Middle,12680.28273,985.2959747,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.34,65764
James Templeton Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,12929.50406,556.6781918,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.45,65764
Mary Woodward Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,11839.18845,574.1308341,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.18,65764
Metzger Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,13445.14705,623.1501308,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.947170894,65764
Multi-sensory Instruction Teaching Children Hands-On (MITCH),4.11224E+11,4112240,Tigard-Tualatin SD 23J,Middle,3212.134871,220.6833586,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.06,65764
Thomas R Fowler Middle School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Middle,13974.94626,836.597644,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.35,65764
Tigard High School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,High,14775.8742,1784.070723,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.29,65764
Tualatin Elementary School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Elementary,13472.7941,485.897236,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.42,65764
Tualatin High School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,High,13711.52263,1904.712683,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.24,65764
Twality Middle School,4.11224E+11,4112240,Tigard-Tualatin SD 23J,Middle,12132.92345,1040.020817,0.8719911,0.41559586,0.055205669,0.084985755,Suburb,0.32,65764
East Elementary School,4.11232E+11,4112320,Tillamook SD 9,Elementary,11637.12999,552.7,-0.17550376,0.18030259,0.055485025,0.17844145,Town,0.44,43294
Liberty Elementary School,4.11232E+11,4112320,Tillamook SD 9,Early Ed,13133.2847,323.3764706,-0.17550376,0.18030259,0.055485025,0.17844145,Town,0.54,43294
South Prairie Elementary School,4.11232E+11,4112320,Tillamook SD 9,Elementary,14018.49919,322.0344194,-0.17550376,0.18030259,0.055485025,0.17844145,Town,0.53,43294
Tillamook High School,4.11232E+11,4112320,Tillamook SD 9,High,15396.68163,662.8332832,-0.17550376,0.18030259,0.055485025,0.17844145,Town,0.4,43294
Tillamook Junior High School,4.11232E+11,4112320,Tillamook SD 9,Middle,12726.40486,355.9296975,-0.17550376,0.18030259,0.055485025,0.17844145,Town,0.43,43294
Clara Brownell Middle School,4.1126E+11,4112600,Umatilla SD 6R,Middle,11796.75183,339.2851842,-0.80535364,0.11060569,0.075509578,0.20496386,Town,0.955988152,43288
McNary Heights Elementary School,4.1126E+11,4112600,Umatilla SD 6R,Elementary,13544.46489,635.76044,-0.80535364,0.11060569,0.075509578,0.20496386,Town,0.945397495,43288
Umatilla High School,4.1126E+11,4112600,Umatilla SD 6R,High,15460.77235,381.8786121,-0.80535364,0.11060569,0.075509578,0.20496386,Town,0.977714488,43288
Union Elementary School,4.11269E+11,4112690,Union SD 5,Elementary,12753.53294,177,0.33227259,0.19221143,0.056190941,0.10828812,Rural,0.53,48048
Union High School,4.11269E+11,4112690,Union SD 5,High,13235.4452,169.5652316,0.33227259,0.19221143,0.056190941,0.10828812,Rural,0.33,48048
Vale Elementary School,4.10001E+11,4100014,Vale SD 84,Elementary,11476.63204,443.625,-0.17906304,0.1558589,0.0675053,0.16975792,Rural,0.965582895,45527
Vale High School,4.10001E+11,4100014,Vale SD 84,High,16562.11007,263.0675676,-0.17906304,0.1558589,0.0675053,0.16975792,Rural,0.980990948,45527
Vale Middle School,4.10001E+11,4100014,Vale SD 84,Middle,14946.01005,111.75,-0.17906304,0.1558589,0.0675053,0.16975792,Rural,0.999441495,45527
Willowcreek Elementary School,4.10001E+11,4100014,Vale SD 84,Middle,12702.59506,94.59459459,-0.17906304,0.1558589,0.0675053,0.16975792,Rural,0.972148654,45527
Mist Elementary School,4.11293E+11,4112930,Vernonia SD 47J,Elementary,16423.41091,20.69512195,0.39913863,0.18030453,0.061991852,0.1394574,Rural,0.004038719,52824
Vernonia Elementary School,4.11293E+11,4112930,Vernonia SD 47J,Elementary,13587.09519,210.2455357,0.39913863,0.18030453,0.061991852,0.1394574,Rural,0.4,52824
Vernonia High School,4.11293E+11,4112930,Vernonia SD 47J,High,18730.44979,172.1445399,0.39913863,0.18030453,0.061991852,0.1394574,Rural,0.37,52824
Vernonia Middle School,4.11293E+11,4112930,Vernonia SD 47J,Middle,14145.19607,119.7991411,0.39913863,0.18030453,0.061991852,0.1394574,Rural,0.51,52824
Wallowa Elementary School,4.11299E+11,4112990,Wallowa SD 12,Elementary,19233.89548,86.1589404,-0.003467848,0.1836639,0.064362831,0.14902371,Rural,0.64,43976
Wallowa High School,4.11299E+11,4112990,Wallowa SD 12,High,19361.50803,92.66641438,-0.003467848,0.1836639,0.064362831,0.14902371,Rural,0.47,43976
Warrenton Grade School,4.11308E+11,4113080,Warrenton-Hammond SD 30,Middle,13103.30522,734.5379728,0.35834965,0.20003982,0.053863972,0.11405593,Town,0.72,49181
Warrenton High School,4.11308E+11,4113080,Warrenton-Hammond SD 30,High,14121.58253,273.6748453,0.35834965,0.20003982,0.053863972,0.11405593,Town,0.56,49181
Arts and Technology High School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,High,31844.40883,87.51830074,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.37,81947
Athey Creek Middle School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Middle,11896.45687,699.6387137,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.11,81947
Boeckman Creek Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,12966.69029,547.994186,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.33,81947
Bolton Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,15441.02734,347.1686047,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.13,81947
Boones Ferry Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,13603.73754,620.0755814,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.37,81947
Cedaroak Park Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,15134.45192,286.1027822,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.08,81947
Inza R Wood Middle School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Middle,13054.82668,527.52601,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.32,81947
Lowrie Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,13256.10127,560.3837209,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.24,81947
Meridian Creek Middle School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Middle,3753.186085,414.7563826,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.24,81947
Rosemont Ridge Middle School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Middle,12044.38236,735.6744186,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.11,81947
Stafford Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,12541.4821,431.1453488,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.1,81947
Sunset Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,13747.04613,344.0348837,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.13,81947
Three Rivers Charter School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Middle,3782.078634,111.6723884,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.001822088,81947
Trillium Creek Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,3753.186085,579.1744186,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.06,81947
West Linn High School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,High,12554.88657,1832.812408,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.08,81947
Willamette Primary School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,Elementary,12619.0624,521.4127907,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.15,81947
Wilsonville High School,4.11317E+11,4113170,West Linn-Wilsonville SD 3J,High,14624.36047,1200.641279,1.3312958,0.52183306,0.055347737,0.059207458,Suburb,0.23,81947
Willamina Elementary School,4.11335E+11,4113350,Willamina SD 30J,Elementary,14500.79408,391.8848485,-0.65736121,0.12441205,0.10257524,0.18353677,Rural,0.941750519,43639
Willamina High School,4.11335E+11,4113350,Willamina SD 30J,High,15617.97753,253.3688549,-0.65736121,0.12441205,0.10257524,0.18353677,Rural,0.949897975,43639
Willamina Middle School,4.11335E+11,4113350,Willamina SD 30J,Middle,12622.82248,189.6460123,-0.65736121,0.12441205,0.10257524,0.18353677,Rural,0.956830755,43639
Brockway Elementary School,4.11349E+11,4113490,Winston-Dillard SD 116,Elementary,10919.74952,352.8321152,-0.58207083,0.11691176,0.093491882,0.17653064,Rural,0.68,41896
Douglas High School,4.11349E+11,4113490,Winston-Dillard SD 116,High,12313.97655,371.6677498,-0.58207083,0.11691176,0.093491882,0.17653064,Rural,0.53,41896
Lookingglass Elementary School,4.11349E+11,4113490,Winston-Dillard SD 116,Elementary,9100.34043,189.5646259,-0.58207083,0.11691176,0.093491882,0.17653064,Rural,0.51,41896
McGovern Elementary School,4.11349E+11,4113490,Winston-Dillard SD 116,Elementary,10878.62531,232.6493034,-0.58207083,0.11691176,0.093491882,0.17653064,Rural,0.75,41896
Winston Middle School,4.11349E+11,4113490,Winston-Dillard SD 116,Middle,11700.91244,227.3581321,-0.58207083,0.11691176,0.093491882,0.17653064,Rural,0.6,41896
